,8,16,32,64
0,0.000732,3.5e-05,3.5e-05,3.4e-05
1,0.000732,3.5e-05,3.6e-05,3.4e-05
2,0.000732,3.5e-05,3.6e-05,3.3e-05
3,0.000733,3.4e-05,3.4e-05,3.4e-05
4,0.000732,3.4e-05,3.3e-05,3.3e-05
5,0.000733,3.5e-05,3.4e-05,3.3e-05
6,0.000733,3.5e-05,3.4e-05,3.4e-05
7,0.000733,3.5e-05,3.3e-05,3.6e-05
