,8,16,32,64
0,0.007632,0.000362,3e-06,4e-06
1,0.002186,0.030676,3e-06,3e-06
2,0.005086,0.001806,3e-06,3e-06
3,0.001176,0.000422,3e-06,3e-06
4,0.015266,0.000132,4e-06,3e-06
5,0.01526,0.000176,6e-06,3e-06
6,0.005088,0.000906,3e-06,3e-06
7,0.005088,0.000668,5e-06,3e-06
