,Blum Blum Shub,Hash,RSA,Control,Blum Blum Shub Norm,Hash Norm,RSA Norm,Control Norm
256,0.000166302328,5.17701e-07,0.000189450322,2.05229e-07,810.3256752213381,2.5225528555905843,923.1167232701032,1.0
512,0.000168128601,6.197909999999999e-07,0.000225850159,1.98923e-07,845.1943767186299,3.115733223408052,1135.3647340930913,1.0
1024,0.000172163084,7.60484e-07,0.000345299921,2.08451e-07,825.9163256592676,3.648262661248927,1656.5040273253667,1.0
